time energy_total energy_core energy_ram power
0.78 57281199 51778554 5502645 7.34374e+07
0.88 59209802 53348923 5860879 6.72839e+07
0.81 57348924 51787404 5561520 7.08011e+07
1.21 63788618 57695653 6092965 5.27179e+07
1.10 62418085 56242959 6175126 5.67437e+07
0.92 60251495 54416182 5835313 6.54908e+07
0.98 63543400 57284033 6259367 6.48402e+07
0.89 60155511 54180586 5974925 6.75905e+07
0.98 60846274 54962506 5883768 6.2088e+07
0.92 60158363 54297468 5860895 65389525
