time energy_total energy_core energy_ram power
1.59 62110658 50958671 11151987 3.90633e+07
1.69 63859413 52369129 11490284 3.77866e+07
1.64 64651138 53038377 11612761 3.94214e+07
1.66 64959699 53149522 11810177 3.91323e+07
1.69 64427254 52930834 11496420 3.81226e+07
1.77 69229815 56938086 12291729 3.91129e+07
1.73 65311040 53622605 11688435 3.7752e+07
1.61 61975152 50888114 11087038 3.84939e+07
1.69 63845207 52366626 11478581 3.77782e+07
1.64 64247948 52480213 11767735 3.91756e+07
