time energy_total energy_core energy_ram power
1.49 55211404 45325079 9886325 3.70546e+07
1.45 53395490 43633800 9761690 3.68245e+07
1.47 52134785 43017163 9117622 3.54658e+07
1.32 52082136 42672376 9409760 3.94562e+07
1.23 48561516 39943623 8617893 3.94809e+07
1.33 51643607 42434889 9208718 3.88298e+07
1.33 50408289 41403214 9005075 3.7901e+07
1.27 49817146 40983049 8834097 3.92261e+07
1.37 51771960 42565016 9206944 3.77898e+07
1.35 53455464 43894663 9560801 39596640
